index,Time,Region,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force,year,state
302,Jun-76,Washington,2630000,1604708,61,1464167,55.7,140541,8.8,1976,washington
303,Jun-76,West Virginia,1366000,698539,51.1,645282,47.2,53257,7.6,1976,west virginia
304,Jun-76,Wisconsin,3263000,2140193,65.6,2024313,62,115880,5.4,1976,wisconsin
305,Jun-76,Wyoming,275000,179296,65.2,172109,62.6,7187,4,1976,wyoming
306,Jul-76,Alabama,2636000,1497488,56.8,1398508,53.1,98980,6.6,1976,alabama
307,Jul-76,Alaska,242000,165354,68.3,153206,63.3,12148,7.3,1976,alaska
308,Jul-76,Arizona,1652000,988887,59.9,895746,54.2,93141,9.4,1976,arizona
309,Jul-76,Arkansas,1545000,891219,57.7,830028,53.7,61191,6.9,1976,arkansas
310,Jul-76,California,15841000,9912233,62.6,9021152,56.9,891081,9,1976,california
311,Jul-76,Colorado,1859000,1235853,66.5,1164288,62.6,71565,5.8,1976,colorado
312,Jul-76,Connecticut,2261000,1462313,64.7,1325601,58.6,136712,9.3,1976,connecticut
313,Jul-76,Delaware,421000,265027,63,240614,57.2,24413,9.2,1976,delaware
314,Jul-76,District of Columbia,517000,334066,64.6,304814,59,29252,8.8,1976,district of columbia
315,Jul-76,Florida,6514000,3605780,55.4,3288271,50.5,317509,8.8,1976,florida
316,Jul-76,Georgia,3559000,2276334,64,2095905,58.9,180429,7.9,1976,georgia
317,Jul-76,Hawaii,593000,410576,69.2,372349,62.8,38227,9.3,1976,hawaii
318,Jul-76,Idaho,590000,374265,63.4,353139,59.9,21126,5.6,1976,idaho
319,Jul-76,Illinois,8183000,5154904,63,4815656,58.8,339248,6.6,1976,illinois
320,Jul-76,Indiana,3814000,2441098,64,2302543,60.4,138555,5.7,1976,indiana
321,Jul-76,Iowa,2084000,1339836,64.3,1288246,61.8,51590,3.9,1976,iowa
322,Jul-76,Kansas,1649000,1073420,65.1,1028649,62.4,44771,4.2,1976,kansas
323,Jul-76,Kentucky,2490000,1494595,60,1414170,56.8,80425,5.4,1976,kentucky
324,Jul-76,Louisiana,2712000,1533265,56.5,1426892,52.6,106373,6.9,1976,louisiana
325,Jul-76,Maine,774000,477028,61.6,436637,56.4,40391,8.5,1976,maine
326,Jul-76,Maryland,2979000,1917430,64.4,1788622,60,128808,6.7,1976,maryland
327,Jul-76,Massachusetts,4213000,2723542,64.6,2467055,58.6,256487,9.4,1976,massachusetts
328,Jul-76,Michigan,6454000,4007046,62.1,3637730,56.4,369316,9.2,1976,michigan
329,Jul-76,Minnesota,2815000,1853353,65.8,1749692,62.2,103661,5.6,1976,minnesota
330,Jul-76,Mississippi,1659000,972883,58.6,912384,55,60499,6.2,1976,mississippi
331,Jul-76,Missouri,3489000,2132641,61.1,2000098,57.3,132543,6.2,1976,missouri
332,Jul-76,Montana,537000,328695,61.2,309084,57.6,19611,6,1976,montana
333,Jul-76,Nebraska,1102000,718924,65.2,696607,63.2,22317,3.1,1976,nebraska
334,Jul-76,Nevada,464000,330705,71.3,302176,65.1,28529,8.6,1976,nevada
335,Jul-76,New Hampshire,602000,398797,66.2,373163,62,25634,6.4,1976,new hampshire
336,Jul-76,New Jersey,5385000,3318401,61.6,2972413,55.2,345988,10.4,1976,new jersey
337,Jul-76,New Mexico,810000,482648,59.6,439924,54.3,42724,8.9,1976,new mexico
338,Jul-76,New York,13230000,7714711,58.3,6928065,52.4,786646,10.2,1976,new york
339,Jul-76,North Carolina,3940000,2616425,66.4,2462323,62.5,154102,5.9,1976,north carolina
340,Jul-76,North Dakota,447000,279594,62.5,269074,60.2,10520,3.8,1976,north dakota
341,Jul-76,Ohio,7731000,4749372,61.4,4388313,56.8,361059,7.6,1976,ohio
342,Jul-76,Oklahoma,2023000,1187467,58.7,1120145,55.4,67322,5.7,1976,oklahoma
343,Jul-76,Oregon,1740000,1087537,62.5,989212,56.9,98325,9,1976,oregon
344,Jul-76,Pennsylvania,8810000,5130996,58.2,4724714,53.6,406282,7.9,1976,pennsylvania
345,Jul-76,Rhode Island,696000,437006,62.8,401730,57.7,35276,8.1,1976,rhode island
346,Jul-76,South Carolina,2009000,1294202,64.4,1204370,59.9,89832,6.9,1976,south carolina
347,Jul-76,South Dakota,481000,309365,64.3,299746,62.3,9619,3.1,1976,south dakota
348,Jul-76,Tennessee,3116000,1865156,59.9,1755158,56.3,109998,5.9,1976,tennessee
349,Jul-76,Texas,8974000,5739119,64,5407584,60.3,331535,5.8,1976,texas
350,Jul-76,Utah,837000,528720,63.2,499743,59.7,28977,5.5,1976,utah
351,Jul-76,Vermont,343000,216844,63.2,198770,58,18074,8.3,1976,vermont
352,Jul-76,Virginia,3583000,2343598,65.4,2207139,61.6,136459,5.8,1976,virginia
353,Jul-76,Washington,2636000,1618080,61.4,1474961,56,143119,8.8,1976,washington
354,Jul-76,West Virginia,1369000,695860,50.8,644584,47.1,51276,7.4,1976,west virginia
355,Jul-76,Wisconsin,3267000,2146728,65.7,2031358,62.2,115370,5.4,1976,wisconsin
356,Jul-76,Wyoming,276000,180577,65.4,173470,62.9,7107,3.9,1976,wyoming
357,Aug-76,Alabama,2641000,1502397,56.9,1400824,53,101573,6.8,1976,alabama
358,Aug-76,Alaska,243000,166528,68.5,153864,63.3,12664,7.6,1976,alaska
359,Aug-76,Arizona,1658000,993223,59.9,900283,54.3,92940,9.4,1976,arizona
360,Aug-76,Arkansas,1548000,894719,57.8,834576,53.9,60143,6.7,1976,arkansas
361,Aug-76,California,15879000,9950583,62.7,9044297,57,906286,9.1,1976,california
362,Aug-76,Colorado,1865000,1240888,66.5,1166968,62.6,73920,6,1976,colorado
363,Aug-76,Connecticut,2263000,1465194,64.7,1330591,58.8,134603,9.2,1976,connecticut
364,Aug-76,Delaware,422000,265641,62.9,240547,57,25094,9.4,1976,delaware
365,Aug-76,District of Columbia,517000,332802,64.4,303227,58.7,29575,8.9,1976,district of columbia
366,Aug-76,Florida,6532000,3608167,55.2,3291137,50.4,317030,8.8,1976,florida
367,Aug-76,Georgia,3567000,2284323,64,2102593,58.9,181730,8,1976,georgia
368,Aug-76,Hawaii,594000,410176,69.1,373163,62.8,37013,9,1976,hawaii
369,Aug-76,Idaho,592000,376375,63.6,355153,60,21222,5.6,1976,idaho
370,Aug-76,Illinois,8192000,5159514,63,4817462,58.8,342052,6.6,1976,illinois
371,Aug-76,Indiana,3819000,2446534,64.1,2308102,60.4,138432,5.7,1976,indiana
372,Aug-76,Iowa,2086000,1343674,64.4,1292323,62,51351,3.8,1976,iowa
373,Aug-76,Kansas,1651000,1076173,65.2,1031626,62.5,44547,4.1,1976,kansas
374,Aug-76,Kentucky,2494000,1495794,60,1416017,56.8,79777,5.3,1976,kentucky
375,Aug-76,Louisiana,2718000,1536888,56.5,1428989,52.6,107899,7,1976,louisiana
376,Aug-76,Maine,775000,477300,61.6,436719,56.4,40581,8.5,1976,maine
377,Aug-76,Maryland,2984000,1921043,64.4,1791765,60,129278,6.7,1976,maryland
378,Aug-76,Massachusetts,4217000,2724895,64.6,2473326,58.7,251569,9.2,1976,massachusetts
379,Aug-76,Michigan,6462000,4014317,62.1,3650144,56.5,364173,9.1,1976,michigan
380,Aug-76,Minnesota,2819000,1860375,66,1754797,62.2,105578,5.7,1976,minnesota
381,Aug-76,Mississippi,1662000,975202,58.7,913230,54.9,61972,6.4,1976,mississippi
382,Aug-76,Missouri,3493000,2142316,61.3,2006941,57.5,135375,6.3,1976,missouri
383,Aug-76,Montana,538000,330148,61.4,310336,57.7,19812,6,1976,montana
384,Aug-76,Nebraska,1103000,720621,65.3,698032,63.3,22589,3.1,1976,nebraska
385,Aug-76,Nevada,466000,332310,71.3,303615,65.2,28695,8.6,1976,nevada
386,Aug-76,New Hampshire,604000,400582,66.3,375185,62.1,25397,6.3,1976,new hampshire
387,Aug-76,New Jersey,5389000,3323094,61.7,2975450,55.2,347644,10.5,1976,new jersey
388,Aug-76,New Mexico,813000,484771,59.6,441951,54.4,42820,8.8,1976,new mexico
389,Aug-76,New York,13231000,7711955,58.3,6922698,52.3,789257,10.2,1976,new york
390,Aug-76,North Carolina,3948000,2619902,66.4,2463670,62.4,156232,6,1976,north carolina
391,Aug-76,North Dakota,448000,280450,62.6,269615,60.2,10835,3.9,1976,north dakota
392,Aug-76,Ohio,7738000,4747542,61.4,4390667,56.7,356875,7.5,1976,ohio
393,Aug-76,Oklahoma,2027000,1189336,58.7,1122770,55.4,66566,5.6,1976,oklahoma
394,Aug-76,Oregon,1745000,1094762,62.7,995155,57,99607,9.1,1976,oregon
395,Aug-76,Pennsylvania,8816000,5133739,58.2,4733149,53.7,400590,7.8,1976,pennsylvania
396,Aug-76,Rhode Island,697000,437500,62.8,401806,57.6,35694,8.2,1976,rhode island
397,Aug-76,South Carolina,2014000,1296450,64.4,1206523,59.9,89927,6.9,1976,south carolina
398,Aug-76,South Dakota,482000,309901,64.3,299915,62.2,9986,3.2,1976,south dakota
399,Aug-76,Tennessee,3122000,1876977,60.1,1764092,56.5,112885,6,1976,tennessee
400,Aug-76,Texas,8997000,5755786,64,5426895,60.3,328891,5.7,1976,texas
401,Aug-76,Utah,840000,531187,63.2,502237,59.8,28950,5.5,1976,utah
402,Aug-76,Vermont,344000,217539,63.2,199763,58.1,17776,8.2,1976,vermont
403,Aug-76,Virginia,3590000,2346485,65.4,2209333,61.5,137152,5.8,1976,virginia
404,Aug-76,Washington,2643000,1632326,61.8,1486462,56.2,145864,8.9,1976,washington
405,Aug-76,West Virginia,1371000,693315,50.6,644460,47,48855,7,1976,west virginia
406,Aug-76,Wisconsin,3272000,2152299,65.8,2036363,62.2,115936,5.4,1976,wisconsin
407,Aug-76,Wyoming,277000,181678,65.6,174649,63.1,7029,3.9,1976,wyoming
408,Sep-76,Alabama,2645000,1507195,57,1403488,53.1,103707,6.9,1976,alabama
409,Sep-76,Alaska,243000,167315,68.9,154146,63.4,13169,7.9,1976,alaska
410,Sep-76,Arizona,1665000,997610,59.9,904382,54.3,93228,9.3,1976,arizona
411,Sep-76,Arkansas,1552000,898178,57.9,838703,54,59475,6.6,1976,arkansas
412,Sep-76,California,15916000,9986516,62.7,9065302,57,921214,9.2,1976,california
413,Sep-76,Colorado,1870000,1247308,66.7,1171424,62.6,75884,6.1,1976,colorado
414,Sep-76,Connecticut,2265000,1466342,64.7,1334686,58.9,131656,9,1976,connecticut
415,Sep-76,Delaware,422000,266225,63.1,240675,57,25550,9.6,1976,delaware
416,Sep-76,District of Columbia,516000,331749,64.3,301823,58.5,29926,9,1976,district of columbia
417,Sep-76,Florida,6549000,3609567,55.1,3291006,50.3,318561,8.8,1976,florida
418,Sep-76,Georgia,3574000,2291968,64.1,2107937,59,184031,8,1976,georgia
419,Sep-76,Hawaii,596000,410045,68.8,373983,62.7,36062,8.8,1976,hawaii
420,Sep-76,Idaho,594000,378402,63.7,357094,60.1,21308,5.6,1976,idaho
421,Sep-76,Illinois,8200000,5161664,62.9,4819299,58.8,342365,6.6,1976,illinois
422,Sep-76,Indiana,3823000,2449803,64.1,2310374,60.4,139429,5.7,1976,indiana
423,Sep-76,Iowa,2089000,1347685,64.5,1296091,62,51594,3.8,1976,iowa
424,Sep-76,Kansas,1653000,1078836,65.3,1034308,62.6,44528,4.1,1976,kansas
425,Sep-76,Kentucky,2499000,1496632,59.9,1417964,56.7,78668,5.3,1976,kentucky
426,Sep-76,Louisiana,2723000,1538809,56.5,1430467,52.5,108342,7,1976,louisiana
427,Sep-76,Maine,777000,477675,61.5,436709,56.2,40966,8.6,1976,maine
428,Sep-76,Maryland,2988000,1924391,64.4,1795002,60.1,129389,6.7,1976,maryland
429,Sep-76,Massachusetts,4220000,2726270,64.6,2478825,58.7,247445,9.1,1976,massachusetts
430,Sep-76,Michigan,6470000,4019823,62.1,3658709,56.5,361114,9,1976,michigan
431,Sep-76,Minnesota,2823000,1867208,66.1,1759571,62.3,107637,5.8,1976,minnesota
432,Sep-76,Mississippi,1665000,976927,58.7,913422,54.9,63505,6.5,1976,mississippi
433,Sep-76,Missouri,3497000,2150007,61.5,2011687,57.5,138320,6.4,1976,missouri
434,Sep-76,Montana,539000,332042,61.6,312065,57.9,19977,6,1976,montana
435,Sep-76,Nebraska,1104000,722566,65.4,699705,63.4,22861,3.2,1976,nebraska
436,Sep-76,Nevada,469000,333660,71.1,304702,65,28958,8.7,1976,nevada
437,Sep-76,New Hampshire,606000,402257,66.4,376996,62.2,25261,6.3,1976,new hampshire
438,Sep-76,New Jersey,5394000,3327480,61.7,2978004,55.2,349476,10.5,1976,new jersey
439,Sep-76,New Mexico,815000,487267,59.8,444136,54.5,43131,8.9,1976,new mexico
440,Sep-76,New York,13233000,7702135,58.2,6912814,52.2,789321,10.2,1976,new york
441,Sep-76,North Carolina,3955000,2621444,66.3,2461795,62.2,159649,6.1,1976,north carolina
442,Sep-76,North Dakota,448000,281118,62.7,270024,60.3,11094,3.9,1976,north dakota
443,Sep-76,Ohio,7745000,4749246,61.3,4393809,56.7,355437,7.5,1976,ohio
444,Sep-76,Oklahoma,2030000,1191335,58.7,1125548,55.4,65787,5.5,1976,oklahoma
445,Sep-76,Oregon,1751000,1102269,63,1001249,57.2,101020,9.2,1976,oregon
446,Sep-76,Pennsylvania,8822000,5137094,58.2,4739425,53.7,397669,7.7,1976,pennsylvania
447,Sep-76,Rhode Island,698000,438160,62.8,401912,57.6,36248,8.3,1976,rhode island
448,Sep-76,South Carolina,2018000,1298645,64.4,1208467,59.9,90178,6.9,1976,south carolina
449,Sep-76,South Dakota,482000,310607,64.4,300260,62.3,10347,3.3,1976,south dakota
450,Sep-76,Tennessee,3129000,1886495,60.3,1770818,56.6,115677,6.1,1976,tennessee
451,Sep-76,Texas,9021000,5770305,64,5443387,60.3,326918,5.7,1976,texas
452,Sep-76,Utah,842000,533344,63.3,504388,59.9,28956,5.4,1976,utah
453,Sep-76,Vermont,345000,218206,63.2,200706,58.2,17500,8,1976,vermont
454,Sep-76,Virginia,3598000,2348914,65.3,2211644,61.5,137270,5.8,1976,virginia
455,Sep-76,Washington,2650000,1646384,62.1,1497953,56.5,148431,9,1976,washington
456,Sep-76,West Virginia,1374000,691711,50.3,645060,46.9,46651,6.7,1976,west virginia
457,Sep-76,Wisconsin,3276000,2156519,65.8,2040019,62.3,116500,5.4,1976,wisconsin
458,Sep-76,Wyoming,278000,182760,65.7,175766,63.2,6994,3.8,1976,wyoming
459,Oct-76,Alabama,2650000,1512273,57.1,1406391,53.1,105882,7,1976,alabama
460,Oct-76,Alaska,244000,167786,68.8,154152,63.2,13634,8.1,1976,alaska
461,Oct-76,Arizona,1671000,1001958,60,908289,54.4,93669,9.3,1976,arizona
462,Oct-76,Arkansas,1555000,901736,58,842429,54.2,59307,6.6,1976,arkansas
463,Oct-76,California,15954000,10021070,62.8,9087546,57,933524,9.3,1976,california
464,Oct-76,Colorado,1876000,1254476,66.9,1176908,62.7,77568,6.2,1976,colorado
465,Oct-76,Connecticut,2267000,1466512,64.7,1338099,59,128413,8.8,1976,connecticut
466,Oct-76,Delaware,423000,266885,63.1,240999,57,25886,9.7,1976,delaware
467,Oct-76,District of Columbia,516000,330917,64.1,300722,58.3,30195,9.1,1976,district of columbia
468,Oct-76,Florida,6567000,3610341,55,3289260,50.1,321081,8.9,1976,florida
469,Oct-76,Georgia,3582000,2299129,64.2,2112216,59,186913,8.1,1976,georgia
470,Oct-76,Hawaii,597000,410397,68.7,374963,62.8,35434,8.6,1976,hawaii
471,Oct-76,Idaho,595000,380331,63.9,358882,60.3,21449,5.6,1976,idaho
472,Oct-76,Illinois,8209000,5162302,62.9,4822883,58.8,339419,6.6,1976,illinois
473,Oct-76,Indiana,3828000,2451113,64,2309792,60.3,141321,5.8,1976,indiana
474,Oct-76,Iowa,2091000,1351904,64.7,1299667,62.2,52237,3.9,1976,iowa
475,Oct-76,Kansas,1655000,1081610,65.4,1036798,62.6,44812,4.1,1976,kansas
476,Oct-76,Kentucky,2503000,1498091,59.9,1420505,56.8,77586,5.2,1976,kentucky
477,Oct-76,Louisiana,2729000,1539587,56.4,1431362,52.5,108225,7,1976,louisiana
478,Oct-76,Maine,778000,478254,61.5,436721,56.1,41533,8.7,1976,maine
479,Oct-76,Maryland,2993000,1928737,64.4,1798409,60.1,130328,6.8,1976,maryland
480,Oct-76,Massachusetts,4224000,2727715,64.6,2483762,58.8,243953,8.9,1976,massachusetts
481,Oct-76,Michigan,6477000,4025048,62.1,3664565,56.6,360483,9,1976,michigan
482,Oct-76,Minnesota,2827000,1873748,66.3,1764368,62.4,109380,5.8,1976,minnesota
483,Oct-76,Mississippi,1667000,978191,58.7,913363,54.8,64828,6.6,1976,mississippi
484,Oct-76,Missouri,3501000,2155677,61.6,2014721,57.5,140956,6.5,1976,missouri
485,Oct-76,Montana,540000,334208,61.9,314062,58.2,20146,6,1976,montana
486,Oct-76,Nebraska,1105000,724723,65.6,701674,63.5,23049,3.2,1976,nebraska
487,Oct-76,Nevada,471000,334967,71.1,305782,64.9,29185,8.7,1976,nevada
488,Oct-76,New Hampshire,608000,403897,66.4,378609,62.3,25288,6.3,1976,new hampshire
489,Oct-76,New Jersey,5398000,3333000,61.7,2980622,55.2,352378,10.6,1976,new jersey
490,Oct-76,New Mexico,818000,490190,59.9,446616,54.6,43574,8.9,1976,new mexico
491,Oct-76,New York,13234000,7688549,58.1,6901865,52.2,786684,10.2,1976,new york
492,Oct-76,North Carolina,3963000,2621194,66.1,2458088,62,163106,6.2,1976,north carolina
493,Oct-76,North Dakota,449000,281650,62.7,270311,60.2,11339,4,1976,north dakota
494,Oct-76,Ohio,7752000,4756134,61.4,4398147,56.7,357987,7.5,1976,ohio
495,Oct-76,Oklahoma,2034000,1193855,58.7,1128675,55.5,65180,5.5,1976,oklahoma
496,Oct-76,Oregon,1756000,1109712,63.2,1007315,57.4,102397,9.2,1976,oregon
497,Oct-76,Pennsylvania,8828000,5142875,58.3,4743412,53.7,399463,7.8,1976,pennsylvania
498,Oct-76,Rhode Island,699000,439074,62.8,402211,57.5,36863,8.4,1976,rhode island
499,Oct-76,South Carolina,2023000,1300986,64.3,1210147,59.8,90839,7,1976,south carolina
500,Oct-76,South Dakota,483000,311465,64.5,300795,62.3,10670,3.4,1976,south dakota
501,Oct-76,Tennessee,3135000,1893764,60.4,1775429,56.6,118335,6.2,1976,tennessee
502,Oct-76,Texas,9044000,5785215,64,5458404,60.4,326811,5.6,1976,texas
503,Oct-76,Utah,845000,535313,63.4,506233,59.9,29080,5.4,1976,utah
504,Oct-76,Vermont,345000,218913,63.5,201608,58.4,17305,7.9,1976,vermont
505,Oct-76,Virginia,3605000,2351902,65.2,2214527,61.4,137375,5.8,1976,virginia
506,Oct-76,Washington,2657000,1658773,62.4,1507876,56.8,150897,9.1,1976,washington
507,Oct-76,West Virginia,1376000,692129,50.3,646500,47,45629,6.6,1976,west virginia
508,Oct-76,Wisconsin,3281000,2159523,65.8,2042602,62.3,116921,5.4,1976,wisconsin
509,Oct-76,Wyoming,279000,183877,65.9,176869,63.4,7008,3.8,1976,wyoming
510,Nov-76,Alabama,2654000,1518265,57.2,1409707,53.1,108558,7.2,1976,alabama
511,Nov-76,Alaska,244000,168112,68.9,154038,63.1,14074,8.4,1976,alaska
512,Nov-76,Arizona,1678000,1006303,60,912353,54.4,93950,9.3,1976,arizona
513,Nov-76,Arkansas,1558000,905458,58.1,845924,54.3,59534,6.6,1976,arkansas
514,Nov-76,California,15991000,10056309,62.9,9115173,57,941136,9.4,1976,california
515,Nov-76,Colorado,1881000,1261663,67.1,1182382,62.9,79281,6.3,1976,colorado
516,Nov-76,Connecticut,2270000,1466636,64.6,1341376,59.1,125260,8.5,1976,connecticut
517,Nov-76,Delaware,424000,267699,63.1,241581,57,26118,9.8,1976,delaware
518,Nov-76,District of Columbia,515000,330384,64.2,300006,58.3,30378,9.2,1976,district of columbia
519,Nov-76,Florida,6584000,3611946,54.9,3288007,49.9,323939,9,1976,florida
520,Nov-76,Georgia,3590000,2305572,64.2,2116165,58.9,189407,8.2,1976,georgia
521,Nov-76,Hawaii,599000,411212,68.6,376165,62.8,35047,8.5,1976,hawaii
522,Nov-76,Idaho,597000,382213,64,360540,60.4,21673,5.7,1976,idaho
523,Nov-76,Illinois,8218000,5163967,62.8,4830097,58.8,333870,6.5,1976,illinois
524,Nov-76,Indiana,3833000,2450735,63.9,2307827,60.2,142908,5.8,1976,indiana
525,Nov-76,Iowa,2093000,1356197,64.8,1303223,62.3,52974,3.9,1976,iowa
526,Nov-76,Kansas,1658000,1084558,65.4,1039285,62.7,45273,4.2,1976,kansas
527,Nov-76,Kentucky,2507000,1501132,59.9,1424211,56.8,76921,5.1,1976,kentucky
528,Nov-76,Louisiana,2734000,1540432,56.3,1432371,52.4,108061,7,1976,louisiana
529,Nov-76,Maine,780000,479045,61.4,436837,56,42208,8.8,1976,maine
530,Nov-76,Maryland,2997000,1934119,64.5,1802323,60.1,131796,6.8,1976,maryland
531,Nov-76,Massachusetts,4227000,2729521,64.6,2488634,58.9,240887,8.8,1976,massachusetts
532,Nov-76,Michigan,6485000,4030981,62.2,3669679,56.6,361302,9,1976,michigan
533,Nov-76,Minnesota,2831000,1879929,66.4,1769422,62.5,110507,5.9,1976,minnesota
534,Nov-76,Mississippi,1670000,979334,58.6,913286,54.7,66048,6.7,1976,mississippi
535,Nov-76,Missouri,3505000,2159828,61.6,2017377,57.6,142451,6.6,1976,missouri
536,Nov-76,Montana,542000,336362,62.1,316059,58.3,20303,6,1976,montana
537,Nov-76,Nebraska,1106000,727025,65.7,703839,63.6,23186,3.2,1976,nebraska
538,Nov-76,Nevada,474000,336500,71,307230,64.8,29270,8.7,1976,nevada
539,Nov-76,New Hampshire,610000,405574,66.5,380131,62.3,25443,6.3,1976,new hampshire
540,Nov-76,New Jersey,5403000,3340512,61.8,2984304,55.2,356208,10.7,1976,new jersey
541,Nov-76,New Mexico,820000,493404,60.2,449423,54.8,43981,8.9,1976,new mexico
542,Nov-76,New York,13235000,7675643,58,6894001,52.1,781642,10.2,1976,new york
543,Nov-76,North Carolina,3971000,2620587,66,2454684,61.8,165903,6.3,1976,north carolina
544,Nov-76,North Dakota,449000,282162,62.8,270530,60.3,11632,4.1,1976,north dakota
545,Nov-76,Ohio,7759000,4766906,61.4,4404513,56.8,362393,7.6,1976,ohio
546,Nov-76,Oklahoma,2038000,1197127,58.7,1132416,55.6,64711,5.4,1976,oklahoma
547,Nov-76,Oregon,1761000,1116657,63.4,1013272,57.5,103385,9.3,1976,oregon
548,Nov-76,Pennsylvania,8835000,5151900,58.3,4746421,53.7,405479,7.9,1976,pennsylvania
549,Nov-76,Rhode Island,700000,440216,62.9,402792,57.5,37424,8.5,1976,rhode island
550,Nov-76,South Carolina,2027000,1303828,64.3,1211696,59.8,92132,7.1,1976,south carolina
551,Nov-76,South Dakota,483000,312408,64.7,301469,62.4,10939,3.5,1976,south dakota
552,Nov-76,Tennessee,3142000,1899808,60.5,1778618,56.6,121190,6.4,1976,tennessee
553,Nov-76,Texas,9067000,5802339,64,5473608,60.4,328731,5.7,1976,texas
554,Nov-76,Utah,847000,537110,63.4,507863,60,29247,5.4,1976,utah
555,Nov-76,Vermont,346000,219711,63.5,202505,58.5,17206,7.8,1976,vermont
556,Nov-76,Virginia,3612000,2356042,65.2,2218468,61.4,137574,5.8,1976,virginia
557,Nov-76,Washington,2664000,1668192,62.6,1515113,56.9,153079,9.2,1976,washington
558,Nov-76,West Virginia,1378000,694617,50.4,648788,47.1,45829,6.6,1976,west virginia
559,Nov-76,Wisconsin,3286000,2162094,65.8,2044548,62.2,117546,5.4,1976,wisconsin
560,Nov-76,Wyoming,280000,185035,66.1,177991,63.6,7044,3.8,1976,wyoming
561,Dec-76,Alabama,2659000,1525568,57.4,1413734,53.2,111834,7.3,1976,alabama
562,Dec-76,Alaska,245000,168532,68.8,153983,62.9,14549,8.6,1976,alaska
563,Dec-76,Arizona,1684000,1010700,60,916965,54.5,93735,9.3,1976,arizona
564,Dec-76,Arkansas,1561000,909232,58.2,849277,54.4,59955,6.6,1976,arkansas
565,Dec-76,California,16029000,10093699,63,9151973,57.1,941726,9.3,1976,california
566,Dec-76,Colorado,1887000,1268361,67.2,1187185,62.9,81176,6.4,1976,colorado
567,Dec-76,Connecticut,2272000,1467455,64.6,1345228,59.2,122227,8.3,1976,connecticut
